time,ecg_signal
0.348,0.19
0.35,0.171
0.352,0.156
0.354,0.151
0.356,0.146
0.358,0.142
0.36,0.112
0.362,0.117
0.364,0.093
0.366,0.073
0.368,0.063
0.37,0.049
0.372,0.034
0.374,0.024
0.376,-0.005
0.378,0.01
0.38,0.02
0.382,0.015
0.384,0.02
0.386,0.01
0.388,0.015
0.39,0.015
0.392,0.024
0.394,0.034
0.396,0.029
0.398,0.015
0.4,0.015
0.402,0.02
0.404,0.005
0.406,-0.005
0.408,-0.01
0.41,-0.01
0.412,-0.01
0.414,-0.024
0.416,-0.034
0.418,-0.044
0.42,-0.044
0.422,-0.049
0.424,-0.059
0.426,-0.049
0.428,-0.049
0.43,-0.049
0.432,-0.049
0.434,-0.044
0.436,-0.039
0.438,-0.034
0.44,-0.024
0.442,-0.029
0.444,-0.044
0.446,-0.049
0.448,-0.044
0.45,-0.029
0.452,-0.039
0.454,-0.044
0.456,-0.044
0.458,-0.044
0.46,-0.044
0.462,-0.044
0.464,-0.044
0.466,-0.054
0.468,-0.044
0.47,-0.044
0.472,-0.044
0.474,-0.059
0.476,-0.059
0.478,-0.059
0.48,-0.059
0.482,-0.068
0.484,-0.068
0.486,-0.068
0.488,-0.068
0.49,-0.068
0.492,-0.063
0.494,-0.054
0.496,-0.054
0.498,-0.039
0.5,-0.044
0.502,-0.044
0.504,-0.039
0.506,-0.024
0.508,-0.024
0.51,-0.029
0.512,-0.029
0.514,-0.039
0.516,-0.034
0.518,-0.034
0.52,-0.034
0.522,-0.024
0.524,-0.024
0.526,-0.029
0.528,-0.029
0.53,-0.034
0.532,-0.044
0.534,-0.059
0.536,-0.068
0.538,-0.059
0.54,-0.059
0.542,-0.063
0.544,-0.063
0.546,-0.049
0.548,-0.039
0.55,-0.029
0.552,-0.02
0.554,-0.01
0.556,0.0
0.558,0.0
0.56,-0.005
0.562,0.0
0.564,0.005
0.566,0.0
0.568,0.005
0.57,0.0
0.572,0.005
0.574,-0.005
0.576,-0.02
0.578,-0.02
0.58,-0.02
0.582,-0.02
0.584,-0.02
0.586,-0.029
0.588,-0.029
0.59,-0.044
0.592,-0.029
0.594,-0.039
0.596,-0.039
0.598,-0.039
0.6,-0.039
0.602,-0.044
0.604,-0.044
0.606,-0.044
0.608,-0.044
0.61,-0.024
0.612,-0.024
0.614,0.01
0.616,0.015
0.618,-0.01
0.62,0.0
0.622,0.015
0.624,0.015
0.626,-0.01
0.628,-0.02
0.63,-0.029
0.632,-0.044
0.634,-0.034
0.636,-0.034
0.638,-0.024
0.64,-0.015
0.642,-0.015
0.644,-0.02
0.646,-0.029
0.648,-0.029
0.65,-0.029
0.652,-0.034
0.654,-0.039
0.656,-0.044
0.658,-0.034
0.66,-0.049
0.662,-0.049
0.664,-0.049
0.666,-0.044
0.668,-0.034
0.67,-0.024
0.672,-0.034
0.674,-0.034
0.676,-0.039
0.678,-0.029
0.68,-0.005
0.682,0.005
0.684,-0.01
0.686,0.0
0.688,0.01
0.69,0.01
0.692,-0.01
0.694,-0.024
0.696,-0.034
0.698,-0.02
0.7,-0.02
0.702,-0.024
0.704,-0.024
0.706,-0.015
0.708,-0.015
0.71,-0.01
0.712,-0.01
0.714,-0.015
0.716,-0.015
0.718,-0.015
0.72,-0.015
0.722,-0.024
0.724,-0.034
0.726,-0.039
0.728,-0.039
0.73,-0.029
0.732,-0.024
0.734,-0.02
0.736,-0.015
0.738,0.005
0.74,0.005
0.742,0.005
0.744,0.0
0.746,-0.005
0.748,-0.015
0.75,-0.02
0.752,-0.024
0.754,-0.024
0.756,-0.024
0.758,-0.029
0.76,-0.034
0.762,-0.029
0.764,-0.024
0.766,-0.024
0.768,-0.024
0.77,-0.02
0.772,-0.015
0.774,-0.01
0.776,-0.005
0.778,-0.01
0.78,-0.01
0.782,-0.005
0.784,-0.005
0.786,-0.02
0.788,-0.015
0.79,0.0
0.792,-0.02
0.794,-0.01
0.796,-0.01
0.798,-0.01
0.8,-0.01
0.802,-0.029
0.804,-0.039
0.806,-0.049
0.808,-0.059
0.81,-0.039
0.812,-0.029
0.814,-0.02
0.816,-0.01
0.818,0.005
0.82,0.01
0.822,0.015
0.824,0.02
0.826,0.01
0.828,0.01
0.83,0.01
0.832,0.01
0.834,0.0
0.836,0.0
0.838,0.0
0.84,0.0
0.842,0.01
0.844,0.01
0.846,0.01
0.848,0.01
0.85,-0.005
0.852,-0.01
0.854,-0.015
0.856,-0.02
0.858,-0.039
0.86,-0.049
0.862,-0.059
0.864,-0.068
0.866,-0.049
0.868,-0.029
0.87,-0.01
0.872,0.01
0.874,0.01
0.876,0.01
0.878,0.01
0.88,0.01
0.882,0.02
0.884,0.02
0.886,0.02
0.888,0.02
0.89,0.01
0.892,0.01
0.894,0.01
0.896,0.01
0.898,0.015
0.9,0.02
0.902,0.034
0.904,0.049
0.906,0.044
0.908,0.049
0.91,0.039
0.912,0.034
0.914,0.029
0.916,0.039
0.918,0.039
0.92,0.029
0.922,0.039
0.924,0.059
0.926,0.073
0.928,0.093
0.93,0.093
0.932,0.083
0.934,0.083
0.936,0.088
0.938,0.098
0.94,0.098
0.942,0.117
0.944,0.122
0.946,0.127
0.948,0.127
0.95,0.127
0.952,0.132
0.954,0.132
0.956,0.132
0.958,0.127
0.96,0.122
0.962,0.093
0.964,0.068
0.966,0.044
0.968,0.015
0.97,0.02
0.972,0.029
0.974,0.049
0.976,0.059
0.978,0.054
0.98,0.049
0.982,0.054
0.984,0.049
0.986,0.044
0.988,0.029
0.99,0.044
0.992,0.044
0.994,0.005
0.996,-0.01
0.998,-0.015
1.0,-0.01
1.002,-0.005
1.004,-0.015
1.006,-0.01
1.008,-0.005
1.01,-0.005
1.012,-0.005
1.014,-0.005
1.016,-0.005
1.018,-0.01
1.02,-0.005
1.022,-0.005
1.024,-0.01
1.026,-0.029
1.028,-0.029
1.03,-0.029
1.032,-0.049
1.034,-0.054
1.036,-0.049
1.038,-0.054
1.04,-0.063
1.042,-0.044
1.044,0.01
1.046,0.029
1.048,0.01
1.05,0.005
1.052,0.005
1.054,-0.02
1.056,-0.01
1.058,0.024
1.06,0.054
1.062,0.088
1.064,0.122
1.066,0.166
1.068,0.268
1.07,0.395
1.072,0.488
1.074,0.571
1.076,0.644
1.078,0.693
1.08,0.727
1.082,0.688
1.084,0.576
1.086,0.468
1.088,0.356
1.09,0.224
1.092,0.122
1.094,0.054
1.096,-0.039
1.098,-0.156
1.1,-0.229
1.102,-0.239
1.104,-0.22
1.106,-0.2
1.108,-0.181
1.11,-0.122
1.112,-0.029
1.114,-0.01
1.116,-0.049
1.118,-0.02
1.12,0.063
1.122,0.054
1.124,0.015
1.126,0.039
1.128,0.068
1.13,0.063
1.132,0.059
1.134,0.044
1.136,0.024
1.138,0.015
1.14,0.015
1.142,0.015
1.144,0.034
1.146,0.039
1.148,0.029
1.15,0.015
1.152,0.005
1.154,0.015
1.156,0.005
1.158,0.005
1.16,0.005
1.162,0.02
1.164,0.024
1.166,0.029
1.168,0.034
1.17,0.054
1.172,0.054
1.174,0.063
1.176,0.073
1.178,0.059
1.18,0.059
1.182,0.088
1.184,0.088
1.186,0.088
1.188,0.078
1.19,0.063
1.192,0.054
1.194,0.054
1.196,0.054
1.198,0.054
1.2,0.063
1.202,0.054
1.204,0.049
1.206,0.044
1.208,0.039
1.21,0.029
1.212,0.024
1.214,0.024
1.216,0.034
1.218,0.034
1.22,0.059
1.222,0.073
1.224,0.088
1.226,0.098
1.228,0.107
1.23,0.127
1.232,0.137
1.234,0.132
1.236,0.107
1.238,0.093
1.24,0.098
1.242,0.112
1.244,0.112
1.246,0.107
1.248,0.107
1.25,0.098
1.252,0.107
1.254,0.112
1.256,0.112
1.258,0.122
1.26,0.112
1.262,0.107
1.264,0.098
1.266,0.098
1.268,0.098
1.27,0.083
1.272,0.068
1.274,0.093
1.276,0.093
1.278,0.107
1.28,0.127
1.282,0.142
1.284,0.151
1.286,0.166
1.288,0.176
1.29,0.176
1.292,0.176
1.294,0.185
1.296,0.185
1.298,0.176
1.3,0.181
1.302,0.19
1.304,0.19
1.306,0.181
1.308,0.2
1.31,0.2
1.312,0.195
1.314,0.181
1.316,0.2
1.318,0.21
1.32,0.205
1.322,0.22
1.324,0.215
1.326,0.21
1.328,0.224
1.33,0.239
1.332,0.234
1.334,0.234
1.336,0.239
1.338,0.264
1.34,0.278
1.342,0.293
1.344,0.317
1.346,0.312
1.348,0.317
1.35,0.312
1.352,0.322
1.354,0.312
1.356,0.288
1.358,0.278
1.36,0.268
1.362,0.278
1.364,0.293
1.366,0.293
1.368,0.303
1.37,0.303
1.372,0.293
1.374,0.283
1.376,0.278
1.378,0.273
1.38,0.278
1.382,0.259
1.384,0.244
1.386,0.234
1.388,0.234
1.39,0.234
1.392,0.21
1.394,0.22
1.396,0.19
1.398,0.166
1.4,0.151
1.402,0.156
1.404,0.161
1.406,0.171
1.408,0.161
1.41,0.142
1.412,0.137
1.414,0.117
1.416,0.107
1.418,0.107
1.42,0.112
1.422,0.112
1.424,0.122
1.426,0.117
1.428,0.107
1.43,0.088
1.432,0.083
1.434,0.083
1.436,0.073
1.438,0.068
1.44,0.068
1.442,0.073
1.444,0.078
1.446,0.068
1.448,0.063
1.45,0.054
1.452,0.054
1.454,0.049
1.456,0.039
1.458,0.049
1.46,0.049
1.462,0.049
1.464,0.049
1.466,0.049
1.468,0.049
1.47,0.049
1.472,0.054
1.474,0.063
1.476,0.054
1.478,0.054
1.48,0.063
1.482,0.068
1.484,0.059
1.486,0.054
1.488,0.054
1.49,0.054
1.492,0.054
1.494,0.054
1.496,0.054
1.498,0.039
1.5,0.044
1.502,0.039
1.504,0.034
1.506,0.02
1.508,0.02
1.51,0.02
1.512,0.02
1.514,0.02
1.516,0.02
1.518,0.02
1.52,0.02
1.522,0.034
1.524,0.044
1.526,0.059
1.528,0.063
1.53,0.063
1.532,0.054
1.534,0.049
1.536,0.049
1.538,0.054
1.54,0.054
1.542,0.049
1.544,0.049
1.546,0.049
1.548,0.054
1.55,0.054
1.552,0.054
1.554,0.044
1.556,0.044
1.558,0.039
1.56,0.039
1.562,0.044
1.564,0.044
1.566,0.039
1.568,0.039
1.57,0.059
1.572,0.068
1.574,0.073
1.576,0.083
1.578,0.083
1.58,0.078
1.582,0.073
1.584,0.068
1.586,0.049
1.588,0.049
1.59,0.039
1.592,0.024
1.594,0.034
1.596,0.044
1.598,0.044
1.6,0.054
1.602,0.049
1.604,0.063
1.606,0.063
1.608,0.059
1.61,0.059
1.612,0.059
1.614,0.059
1.616,0.059
1.618,0.059
1.62,0.059
1.622,0.044
1.624,0.059
1.626,0.059
1.628,0.059
1.63,0.059
1.632,0.059
1.634,0.054
1.636,0.054
1.638,0.054
1.64,0.054
1.642,0.049
1.644,0.034
1.646,0.054
1.648,0.044
1.65,0.034
1.652,0.049
1.654,0.068
1.656,0.073
1.658,0.059
1.66,0.059
1.662,0.059
1.664,0.054
1.666,0.044
1.668,0.044
1.67,0.054
1.672,0.063
1.674,0.059
1.676,0.049
1.678,0.034
1.68,0.029
1.682,0.039
1.684,0.044
1.686,0.049
1.688,0.054
1.69,0.059
1.692,0.049
1.694,0.054
1.696,0.059
1.698,0.049
1.7,0.054
1.702,0.059
1.704,0.044
1.706,0.044
1.708,0.029
1.71,0.029
1.712,0.044
1.714,0.054
1.716,0.039
1.718,0.049
1.72,0.059
1.722,0.063
1.724,0.049
1.726,0.039
1.728,0.034
1.73,0.049
1.732,0.059
1.734,0.063
1.736,0.073
1.738,0.063
1.74,0.063
1.742,0.068
1.744,0.068
1.746,0.054
1.748,0.054
1.75,0.054
1.752,0.054
1.754,0.044
1.756,0.034
1.758,0.029
1.76,0.029
1.762,0.044
1.764,0.044
1.766,0.044
1.768,0.044
1.77,0.054
1.772,0.054
1.774,0.054
1.776,0.049
1.778,0.059
1.78,0.054
1.782,0.054
1.784,0.054
1.786,0.068
1.788,0.073
1.79,0.073
1.792,0.073
1.794,0.073
1.796,0.073
1.798,0.068
1.8,0.063
1.802,0.073
1.804,0.073
1.806,0.073
1.808,0.073
1.81,0.068
1.812,0.059
1.814,0.054
1.816,0.044
1.818,0.02
1.82,0.024
1.822,0.029
1.824,0.049
1.826,0.054
1.828,0.059
1.83,0.063
1.832,0.068
1.834,0.068
1.836,0.068
1.838,0.068
1.84,0.068
1.842,0.068
1.844,0.068
1.846,0.068
1.848,0.068
1.85,0.068
1.852,0.068
1.854,0.068
1.856,0.068
1.858,0.059
1.86,0.059
1.862,0.059
1.864,0.059
1.866,0.059
1.868,0.059
1.87,0.059
1.872,0.059
1.874,0.049
1.876,0.049
1.878,0.049
1.88,0.049
1.882,0.044
1.884,0.039
1.886,0.034
1.888,0.029
1.89,0.02
1.892,0.02
1.894,0.02
1.896,0.02
1.898,0.034
1.9,0.039
1.902,0.044
1.904,0.049
1.906,0.063
1.908,0.078
1.91,0.093
1.912,0.107
1.914,0.098
1.916,0.088
1.918,0.078
1.92,0.068
1.922,0.068
1.924,0.068
1.926,0.068
1.928,0.068
1.93,0.068
1.932,0.068
1.934,0.068
1.936,0.068
1.938,0.078
1.94,0.088
1.942,0.093
1.944,0.107
1.946,0.098
1.948,0.102
1.95,0.107
1.952,0.117
1.954,0.112
1.956,0.098
1.958,0.083
1.96,0.088
1.962,0.093
1.964,0.102
1.966,0.102
1.968,0.093
1.97,0.102
1.972,0.117
1.974,0.127
1.976,0.137
1.978,0.142
1.98,0.142
1.982,0.142
1.984,0.137
1.986,0.132
1.988,0.132
1.99,0.127
1.992,0.122
1.994,0.127
1.996,0.132
1.998,0.142
2.0,0.146
2.002,0.146
2.004,0.142
2.006,0.132
2.008,0.137
2.01,0.132
2.012,0.127
2.014,0.107
2.016,0.088
2.018,0.078
2.02,0.059
2.022,0.039
2.024,0.02
2.026,0.044
2.028,0.044
2.03,0.02
2.032,0.01
2.034,0.01
2.036,0.02
2.038,0.02
2.04,0.005
2.042,-0.005
2.044,-0.005
2.046,-0.015
2.048,-0.015
2.05,-0.005
2.052,-0.005
2.054,-0.005
2.056,0.005
2.058,-0.005
2.06,-0.01
2.062,-0.024
2.064,-0.029
2.066,-0.01
2.068,-0.02
2.07,0.0
2.072,0.02
2.074,0.01
2.076,0.005
2.078,0.005
2.08,0.0
2.082,0.01
2.084,-0.01
2.086,-0.015
2.088,-0.005
2.09,-0.01
2.092,-0.01
2.094,0.024
2.096,0.054
2.098,0.068
2.1,0.112
2.102,0.166
2.104,0.21
2.106,0.317
2.108,0.439
2.11,0.512
2.112,0.595
2.114,0.693
2.116,0.747
2.118,0.708
2.12,0.625
2.122,0.527
2.124,0.415
2.126,0.283
2.128,0.2
2.13,0.142
2.132,0.039
2.134,-0.059
2.136,-0.112
2.138,-0.142
2.14,-0.142
2.142,-0.122
2.144,-0.112
2.146,-0.083
2.148,-0.059
2.15,-0.059
2.152,-0.02
2.154,0.02
2.156,0.024
2.158,0.015
2.16,0.034
2.162,0.039
2.164,0.02
2.166,0.034
2.168,0.039
2.17,0.034
2.172,0.024
2.174,0.024
2.176,0.024
2.178,0.024
2.18,0.044
2.182,0.044
2.184,0.039
2.186,0.029
2.188,0.024
2.19,0.034
2.192,0.024
2.194,0.024
2.196,0.024
2.198,0.044
2.2,0.054
2.202,0.063
2.204,0.073
2.206,0.063
2.208,0.054
2.21,0.054
2.212,0.054
2.214,0.034
2.216,0.029
2.218,0.054
2.22,0.049
2.222,0.054
2.224,0.049
2.226,0.039
2.228,0.034
2.23,0.024
2.232,0.024
2.234,0.024
2.236,0.034
2.238,0.054
2.24,0.059
2.242,0.063
2.244,0.068
2.246,0.073
2.248,0.073
2.25,0.078
2.252,0.093
2.254,0.073
2.256,0.078
2.258,0.073
2.26,0.068
2.262,0.068
2.264,0.068
2.266,0.078
2.268,0.078
2.27,0.088
2.272,0.068
2.274,0.059
2.276,0.068
2.278,0.068
2.28,0.063
2.282,0.054
2.284,0.049
2.286,0.044
2.288,0.049
2.29,0.049
2.292,0.044
2.294,0.063
2.296,0.063
2.298,0.068
2.3,0.068
2.302,0.098
2.304,0.117
2.306,0.122
2.308,0.127
2.31,0.117
2.312,0.102
2.314,0.102
2.316,0.107
2.318,0.102
2.32,0.102
2.322,0.107
2.324,0.107
2.326,0.107
2.328,0.107
2.33,0.117
2.332,0.117
2.334,0.107
2.336,0.102
2.338,0.102
2.34,0.093
2.342,0.107
2.344,0.132
2.346,0.137
2.348,0.137
2.35,0.156
2.352,0.19
2.354,0.215
2.356,0.224
2.358,0.244
2.36,0.244
2.362,0.244
2.364,0.264
2.366,0.264
2.368,0.244
2.37,0.229
2.372,0.22
2.374,0.229
2.376,0.229
2.378,0.229
2.38,0.239
2.382,0.239
2.384,0.249
2.386,0.249
2.388,0.264
2.39,0.259
2.392,0.239
2.394,0.234
2.396,0.229
2.398,0.21
2.4,0.205
2.402,0.185
2.404,0.176
2.406,0.195
2.408,0.205
2.41,0.215
2.412,0.229
2.414,0.249
2.416,0.268
2.418,0.264
2.42,0.264
2.422,0.254
2.424,0.254
2.426,0.254
2.428,0.229
2.43,0.229
2.432,0.2
2.434,0.176
2.436,0.161
2.438,0.156
2.44,0.151
2.442,0.151
2.444,0.132
2.446,0.117
2.448,0.117
2.45,0.102
2.452,0.098
2.454,0.073
2.456,0.063
2.458,0.049
2.46,0.044
2.462,0.054
2.464,0.049
2.466,0.034
2.468,0.034
2.47,0.059
2.472,0.054
2.474,0.054
2.476,0.059
2.478,0.063
2.48,0.068
2.482,0.059
2.484,0.054
2.486,0.044
2.488,0.044
2.49,0.039
2.492,0.029
2.494,0.039
2.496,0.039
2.498,0.039
2.5,0.039
2.502,0.029
2.504,0.029
2.506,0.029
2.508,0.034
2.51,0.034
2.512,0.024
2.514,0.024
2.516,0.034
2.518,0.039
2.52,0.02
2.522,0.005
2.524,-0.005
2.526,0.015
2.528,0.024
2.53,0.034
2.532,0.044
2.534,0.034
2.536,0.044
2.538,0.044
2.54,0.044
2.542,0.039
2.544,0.039
2.546,0.039
2.548,0.039
2.55,0.049
2.552,0.049
2.554,0.049
2.556,0.049
2.558,0.034
2.56,0.034
2.562,0.039
2.564,0.034
2.566,0.034
2.568,0.024
2.57,0.02
2.572,0.02
2.574,0.034
2.576,0.034
2.578,0.029
2.58,0.029
2.582,0.029
2.584,0.034
2.586,0.034
2.588,0.034
2.59,0.044
2.592,0.044
2.594,0.039
2.596,0.039
2.598,0.049
2.6,0.054
2.602,0.054
2.604,0.059
2.606,0.049
2.608,0.039
2.61,0.024
2.612,0.015
2.614,0.024
2.616,0.029
2.618,0.034
2.62,0.039
2.622,0.054
2.624,0.068
2.626,0.073
2.628,0.073
2.63,0.068
2.632,0.063
2.634,0.049
2.636,0.044
2.638,0.049
2.64,0.063
2.642,0.063
2.644,0.059
2.646,0.068
2.648,0.068
2.65,0.068
2.652,0.068
2.654,0.063
2.656,0.059
2.658,0.039
2.66,0.049
2.662,0.049
2.664,0.049
2.666,0.049
2.668,0.049
2.67,0.049
2.672,0.054
2.674,0.059
2.676,0.063
2.678,0.049
2.68,0.034
2.682,0.054
2.684,0.044
2.686,0.034
2.688,0.049
2.69,0.068
2.692,0.073
2.694,0.063
2.696,0.059
2.698,0.054
2.7,0.044
2.702,0.044
2.704,0.044
2.706,0.054
2.708,0.063
2.71,0.073
2.712,0.068
2.714,0.059
2.716,0.059
2.718,0.054
2.72,0.054
2.722,0.054
2.724,0.054
2.726,0.063
2.728,0.049
2.73,0.049
2.732,0.049
2.734,0.044
2.736,0.054
2.738,0.063
2.74,0.054
2.742,0.034
2.744,0.02
2.746,0.02
2.748,0.034
2.75,0.034
2.752,0.02
2.754,0.029
2.756,0.039
2.758,0.063
2.76,0.059
2.762,0.059
2.764,0.063
2.766,0.059
2.768,0.059
2.77,0.054
2.772,0.054
2.774,0.044
2.776,0.044
2.778,0.049
2.78,0.049
2.782,0.049
2.784,0.054
2.786,0.059
2.788,0.063
2.79,0.059
2.792,0.054
2.794,0.054
2.796,0.059
2.798,0.059
2.8,0.054
2.802,0.049
2.804,0.044
2.806,0.054
2.808,0.054
2.81,0.054
2.812,0.049
2.814,0.059
2.816,0.054
2.818,0.054
2.82,0.054
2.822,0.044
2.824,0.044
2.826,0.039
2.828,0.034
2.83,0.044
2.832,0.044
2.834,0.039
2.836,0.034
2.838,0.044
2.84,0.044
2.842,0.044
2.844,0.044
2.846,0.054
2.848,0.059
2.85,0.068
2.852,0.073
2.854,0.078
2.856,0.083
2.858,0.078
2.86,0.068
2.862,0.063
2.864,0.059
2.866,0.054
2.868,0.049
2.87,0.039
2.872,0.039
2.874,0.039
2.876,0.039
2.878,0.029
2.88,0.02
2.882,0.01
2.884,0.0
2.886,0.02
2.888,0.029
2.89,0.039
2.892,0.049
2.894,0.059
2.896,0.059
2.898,0.059
2.9,0.059
2.902,0.059
2.904,0.059
2.906,0.059
2.908,0.059
2.91,0.049
2.912,0.049
2.914,0.049
2.916,0.049
2.918,0.059
2.92,0.059
2.922,0.059
2.924,0.059
2.926,0.049
2.928,0.039
2.93,0.029
2.932,0.02
2.934,0.029
2.936,0.029
2.938,0.029
2.94,0.029
2.942,0.039
2.944,0.039
2.946,0.039
2.948,0.039
2.95,0.029
2.952,0.029
2.954,0.029
2.956,0.029
2.958,0.039
2.96,0.039
2.962,0.039
2.964,0.049
2.966,0.054
2.968,0.054
2.97,0.063
2.972,0.059
2.974,0.063
2.976,0.068
2.978,0.078
2.98,0.078
2.982,0.083
2.984,0.088
2.986,0.112
2.988,0.132
2.99,0.127
2.992,0.112
2.994,0.088
2.996,0.073
2.998,0.063
3.0,0.059
3.002,0.054
3.004,0.068
3.006,0.078
3.008,0.088
3.01,0.093
3.012,0.098
3.014,0.093
3.016,0.093
3.018,0.093
3.02,0.088
3.022,0.088
3.024,0.093
3.026,0.093
3.028,0.093
3.03,0.073
3.032,0.059
3.034,0.059
3.036,0.068
3.038,0.068
3.04,0.054
3.042,0.039
3.044,0.034
3.046,0.02
3.048,0.005
3.05,-0.01
3.052,0.005
3.054,-0.005
3.056,-0.029
3.058,-0.039
3.06,-0.039
3.062,-0.039
3.064,-0.049
3.066,-0.073
3.068,-0.083
3.07,-0.083
3.072,-0.093
3.074,-0.093
3.076,-0.093
3.078,-0.102
3.08,-0.102
3.082,-0.093
3.084,-0.088
3.086,-0.063
3.088,-0.059
3.09,-0.044
3.092,-0.029
3.094,-0.059
3.096,-0.049
3.098,-0.039
3.1,-0.039
3.102,-0.059
3.104,-0.063
3.106,-0.073
3.108,-0.078
3.11,-0.078
3.112,-0.093
3.114,-0.102
3.116,-0.117
3.118,-0.127
3.12,-0.122
3.122,-0.112
3.124,-0.098
3.126,-0.054
3.128,0.01
3.13,0.093
3.132,0.161
3.134,0.244
3.136,0.356
3.138,0.459
3.14,0.537
3.142,0.6
3.144,0.62
3.146,0.547
3.148,0.439
3.15,0.337
3.152,0.215
3.154,0.112
3.156,-0.005
3.158,-0.137
3.16,-0.234
3.162,-0.298
3.164,-0.356
3.166,-0.366
3.168,-0.337
3.17,-0.317
3.172,-0.288
3.174,-0.234
3.176,-0.205
3.178,-0.185
3.18,-0.137
3.182,-0.122
3.184,-0.132
3.186,-0.083
3.188,-0.049
3.19,-0.088
3.192,-0.078
3.194,-0.078
3.196,-0.088
3.198,-0.102
3.2,-0.122
3.202,-0.122
3.204,-0.122
3.206,-0.102
3.208,-0.088
3.21,-0.088
3.212,-0.093
3.214,-0.093
3.216,-0.083
3.218,-0.093
3.22,-0.093
3.222,-0.093
3.224,-0.083
3.226,-0.083
3.228,-0.083
3.23,-0.083
3.232,-0.083
3.234,-0.093
3.236,-0.093
3.238,-0.093
3.24,-0.107
3.242,-0.107
3.244,-0.078
3.246,-0.078
3.248,-0.073
3.25,-0.078
3.252,-0.088
3.254,-0.093
3.256,-0.083
3.258,-0.083
3.26,-0.083
3.262,-0.073
3.264,-0.083
3.266,-0.088
3.268,-0.093
3.27,-0.098
3.272,-0.088
3.274,-0.093
3.276,-0.093
3.278,-0.083
3.28,-0.088
3.282,-0.078
3.284,-0.078
3.286,-0.078
3.288,-0.093
3.29,-0.098
3.292,-0.093
3.294,-0.098
3.296,-0.088
3.298,-0.107
3.3,-0.117
3.302,-0.107
3.304,-0.088
3.306,-0.083
3.308,-0.083
3.31,-0.078
3.312,-0.068
3.314,-0.059
3.316,-0.054
3.318,-0.054
3.32,-0.039
3.322,-0.044
3.324,-0.044
3.326,-0.049
3.328,-0.044
3.33,-0.039
3.332,-0.049
3.334,-0.059
3.336,-0.049
3.338,-0.063
3.34,-0.063
3.342,-0.059
3.344,-0.063
3.346,-0.063
3.348,-0.059
3.35,-0.059
3.352,-0.068
3.354,-0.068
3.356,-0.059
3.358,-0.059
3.36,-0.039
3.362,-0.024
3.364,-0.005
