time,ecg_signal
0.962,-0.093
0.964,-0.068
0.966,-0.088
0.968,-0.098
0.97,-0.098
0.972,-0.049
0.974,-0.034
0.976,-0.088
0.978,-0.083
0.98,-0.059
0.982,-0.049
0.984,-0.044
0.986,-0.073
0.988,-0.063
0.99,-0.049
0.992,-0.068
0.994,-0.073
0.996,-0.093
0.998,-0.151
1.0,-0.127
1.002,-0.112
1.004,-0.102
1.006,-0.098
1.008,-0.127
1.01,-0.156
1.012,-0.122
1.014,-0.102
1.016,-0.073
1.018,-0.117
1.02,-0.088
1.022,-0.024
1.024,-0.068
1.026,-0.083
1.028,-0.063
1.03,-0.063
1.032,-0.068
1.034,-0.068
1.036,-0.098
1.038,-0.102
1.04,-0.102
1.042,-0.063
1.044,-0.073
1.046,-0.112
1.048,-0.098
1.05,-0.083
1.052,-0.073
1.054,-0.078
1.056,-0.093
1.058,-0.142
1.06,-0.166
1.062,-0.161
1.064,-0.122
1.066,-0.127
1.068,-0.137
1.07,-0.127
1.072,-0.146
1.074,-0.098
1.076,-0.093
1.078,-0.132
1.08,-0.117
1.082,-0.088
1.084,-0.107
1.086,-0.156
1.088,-0.156
1.09,-0.132
1.092,-0.107
1.094,-0.132
1.096,-0.127
1.098,-0.137
1.1,-0.132
1.102,-0.107
1.104,-0.146
1.106,-0.185
1.108,-0.176
1.11,-0.181
1.112,-0.142
1.114,-0.161
1.116,-0.122
1.118,-0.122
1.12,-0.122
1.122,-0.107
1.124,-0.146
1.126,-0.132
1.128,-0.166
1.13,-0.181
1.132,-0.156
1.134,-0.142
1.136,-0.2
1.138,-0.2
1.14,-0.181
1.142,-0.161
1.144,-0.156
1.146,-0.166
1.148,-0.142
1.15,-0.142
1.152,-0.161
1.154,-0.161
1.156,-0.181
1.158,-0.137
1.16,-0.098
1.162,-0.117
1.164,-0.093
1.166,-0.083
1.168,-0.078
1.17,-0.073
1.172,-0.093
1.174,-0.117
1.176,-0.112
1.178,-0.122
1.18,-0.068
1.182,-0.029
1.184,-0.044
1.186,-0.044
1.188,-0.01
1.19,-0.034
1.192,-0.054
1.194,-0.063
1.196,-0.049
1.198,0.0
1.2,-0.01
1.202,-0.029
1.204,-0.039
1.206,-0.039
1.208,-0.049
1.21,-0.049
1.212,-0.02
1.214,-0.044
1.216,-0.068
1.218,-0.117
1.22,-0.122
1.222,-0.098
1.224,-0.068
1.226,-0.093
1.228,-0.127
1.23,-0.137
1.232,-0.102
1.234,-0.093
1.236,-0.156
1.238,-0.2
1.24,-0.195
1.242,-0.195
1.244,-0.176
1.246,-0.195
1.248,-0.229
1.25,-0.224
1.252,-0.244
1.254,-0.249
1.256,-0.22
1.258,-0.249
1.26,-0.244
1.262,-0.264
1.264,-0.273
1.266,-0.244
1.268,-0.244
1.27,-0.259
1.272,-0.278
1.274,-0.259
1.276,-0.254
1.278,-0.234
1.28,-0.215
1.282,-0.22
1.284,-0.283
1.286,-0.268
1.288,-0.249
1.29,-0.273
1.292,-0.259
1.294,-0.239
1.296,-0.244
1.298,-0.224
1.3,-0.2
1.302,-0.142
1.304,-0.005
1.306,0.171
1.308,0.376
1.31,0.522
1.312,0.722
1.314,1.0
1.316,1.2
1.318,1.249
1.32,1.205
1.322,1.03
1.324,0.781
1.326,0.551
1.328,0.337
1.33,0.083
1.332,-0.024
1.334,0.0
1.336,0.063
1.338,0.059
1.34,0.01
1.342,-0.054
1.344,-0.093
1.346,-0.146
1.348,-0.22
1.35,-0.234
1.352,-0.19
1.354,-0.195
1.356,-0.229
1.358,-0.234
1.36,-0.229
1.362,-0.205
1.364,-0.19
1.366,-0.166
1.368,-0.21
1.37,-0.21
1.372,-0.171
1.374,-0.176
1.376,-0.21
1.378,-0.195
1.38,-0.205
1.382,-0.166
1.384,-0.176
1.386,-0.205
1.388,-0.195
1.39,-0.185
1.392,-0.156
1.394,-0.166
1.396,-0.171
1.398,-0.142
1.4,-0.137
1.402,-0.146
1.404,-0.146
1.406,-0.176
1.408,-0.185
1.41,-0.181
1.412,-0.142
1.414,-0.137
1.416,-0.146
1.418,-0.171
1.42,-0.151
1.422,-0.166
1.424,-0.161
1.426,-0.151
1.428,-0.151
1.43,-0.127
1.432,-0.102
1.434,-0.117
1.436,-0.132
1.438,-0.181
1.44,-0.127
1.442,-0.078
1.444,-0.117
1.446,-0.098
1.448,-0.078
1.45,-0.073
1.452,-0.107
1.454,-0.117
1.456,-0.073
1.458,-0.039
1.46,-0.024
1.462,0.02
1.464,-0.044
1.466,-0.044
1.468,-0.029
1.47,-0.049
1.472,-0.01
1.474,0.02
1.476,-0.034
1.478,0.005
1.48,0.054
1.482,0.049
1.484,0.034
1.486,0.068
1.488,0.132
1.49,0.093
1.492,0.059
1.494,0.112
1.496,0.102
1.498,0.083
1.5,0.127
1.502,0.156
1.504,0.176
1.506,0.156
1.508,0.176
1.51,0.21
1.512,0.205
1.514,0.229
1.516,0.22
1.518,0.185
1.52,0.2
1.522,0.278
1.524,0.332
1.526,0.337
1.528,0.303
1.53,0.312
1.532,0.351
1.534,0.371
1.536,0.361
1.538,0.356
1.54,0.361
1.542,0.381
1.544,0.395
1.546,0.444
1.548,0.459
1.55,0.429
1.552,0.429
1.554,0.503
1.556,0.473
1.558,0.473
1.56,0.454
1.562,0.454
1.564,0.473
1.566,0.449
1.568,0.444
1.57,0.449
1.572,0.41
1.574,0.361
1.576,0.386
1.578,0.361
1.58,0.386
1.582,0.346
1.584,0.307
1.586,0.293
1.588,0.259
1.59,0.229
1.592,0.156
1.594,0.146
1.596,0.146
1.598,0.117
1.6,0.098
1.602,0.068
1.604,0.02
1.606,0.015
1.608,-0.005
1.61,-0.029
1.612,-0.01
1.614,-0.068
1.616,-0.102
1.618,-0.098
1.62,-0.063
1.622,-0.078
1.624,-0.151
1.626,-0.156
1.628,-0.098
1.63,-0.073
1.632,-0.088
1.634,-0.137
1.636,-0.142
1.638,-0.137
1.64,-0.137
1.642,-0.098
1.644,-0.073
1.646,-0.093
1.648,-0.093
1.65,-0.137
1.652,-0.171
1.654,-0.117
1.656,-0.083
1.658,-0.117
1.66,-0.151
1.662,-0.151
1.664,-0.102
1.666,-0.112
1.668,-0.176
1.67,-0.151
1.672,-0.137
1.674,-0.146
1.676,-0.117
1.678,-0.102
1.68,-0.117
1.682,-0.132
1.684,-0.142
1.686,-0.127
1.688,-0.142
1.69,-0.107
1.692,-0.083
1.694,-0.117
1.696,-0.146
1.698,-0.127
1.7,-0.093
1.702,-0.102
1.704,-0.127
1.706,-0.112
1.708,-0.102
1.71,-0.098
1.712,-0.093
1.714,-0.117
1.716,-0.117
1.718,-0.137
1.72,-0.161
1.722,-0.161
1.724,-0.142
1.726,-0.107
1.728,-0.088
1.73,-0.083
1.732,-0.059
1.734,-0.054
1.736,-0.063
1.738,-0.073
1.74,-0.083
1.742,-0.093
1.744,-0.117
1.746,-0.137
1.748,-0.156
1.75,-0.132
1.752,-0.112
1.754,-0.068
1.756,-0.059
1.758,-0.078
1.76,-0.107
1.762,-0.112
1.764,-0.098
1.766,-0.112
1.768,-0.122
1.77,-0.132
1.772,-0.122
1.774,-0.151
1.776,-0.146
1.778,-0.122
1.78,-0.093
1.782,-0.117
1.784,-0.132
1.786,-0.122
1.788,-0.107
1.79,-0.127
1.792,-0.112
1.794,-0.102
1.796,-0.156
1.798,-0.161
1.8,-0.156
1.802,-0.166
1.804,-0.176
1.806,-0.137
1.808,-0.098
1.81,-0.112
1.812,-0.151
1.814,-0.166
1.816,-0.161
1.818,-0.156
1.82,-0.161
1.822,-0.132
1.824,-0.161
1.826,-0.2
1.828,-0.176
1.83,-0.161
1.832,-0.19
1.834,-0.171
1.836,-0.166
1.838,-0.19
1.84,-0.19
1.842,-0.156
1.844,-0.146
1.846,-0.195
1.848,-0.2
1.85,-0.205
1.852,-0.161
1.854,-0.122
1.856,-0.132
1.858,-0.19
1.86,-0.2
1.862,-0.171
1.864,-0.166
1.866,-0.19
1.868,-0.176
1.87,-0.151
1.872,-0.171
1.874,-0.195
1.876,-0.142
1.878,-0.137
1.88,-0.19
1.882,-0.2
1.884,-0.215
1.886,-0.21
1.888,-0.19
1.89,-0.195
1.892,-0.19
1.894,-0.195
1.896,-0.181
1.898,-0.171
1.9,-0.171
1.902,-0.21
1.904,-0.239
1.906,-0.22
1.908,-0.19
1.91,-0.205
1.912,-0.171
1.914,-0.137
1.916,-0.171
1.918,-0.205
1.92,-0.161
1.922,-0.161
1.924,-0.205
1.926,-0.185
1.928,-0.137
1.93,-0.137
1.932,-0.21
1.934,-0.239
1.936,-0.2
1.938,-0.185
1.94,-0.176
1.942,-0.19
1.944,-0.176
1.946,-0.156
1.948,-0.166
1.95,-0.19
1.952,-0.205
1.954,-0.185
1.956,-0.19
1.958,-0.176
1.96,-0.185
1.962,-0.161
1.964,-0.185
1.966,-0.185
1.968,-0.176
1.97,-0.19
1.972,-0.161
1.974,-0.156
1.976,-0.156
1.978,-0.185
1.98,-0.185
1.982,-0.2
1.984,-0.185
1.986,-0.21
1.988,-0.181
1.99,-0.151
1.992,-0.146
1.994,-0.171
1.996,-0.176
1.998,-0.176
2.0,-0.185
2.002,-0.2
2.004,-0.161
2.006,-0.176
2.008,-0.142
2.01,-0.122
2.012,-0.161
2.014,-0.181
2.016,-0.185
2.018,-0.185
2.02,-0.195
2.022,-0.21
2.024,-0.185
2.026,-0.146
2.028,-0.166
2.03,-0.185
2.032,-0.176
2.034,-0.185
2.036,-0.195
2.038,-0.2
2.04,-0.2
2.042,-0.195
2.044,-0.166
2.046,-0.132
2.048,-0.142
2.05,-0.161
2.052,-0.146
2.054,-0.132
2.056,-0.112
2.058,-0.083
2.06,-0.054
2.062,-0.054
2.064,-0.078
2.066,-0.098
2.068,-0.098
2.07,-0.039
2.072,-0.015
2.074,-0.029
2.076,-0.024
2.078,-0.005
2.08,-0.034
2.082,-0.034
2.084,0.039
2.086,0.02
2.088,0.0
2.09,-0.024
2.092,-0.034
2.094,-0.024
2.096,-0.02
2.098,-0.005
2.1,-0.015
2.102,-0.034
2.104,-0.039
2.106,-0.049
2.108,-0.059
2.11,-0.078
2.112,-0.063
2.114,-0.063
2.116,-0.063
2.118,-0.073
2.12,-0.068
2.122,-0.102
2.124,-0.137
2.126,-0.122
2.128,-0.137
2.13,-0.146
2.132,-0.161
2.134,-0.195
2.136,-0.2
2.138,-0.195
2.14,-0.2
2.142,-0.181
2.144,-0.185
2.146,-0.156
2.148,-0.166
2.15,-0.181
2.152,-0.161
2.154,-0.156
2.156,-0.181
2.158,-0.21
2.16,-0.224
2.162,-0.195
2.164,-0.166
2.166,-0.185
2.168,-0.21
2.17,-0.181
2.172,-0.161
2.174,-0.156
2.176,-0.151
2.178,-0.142
2.18,-0.137
2.182,-0.156
2.184,-0.185
2.186,-0.171
2.188,-0.102
2.19,-0.024
2.192,0.102
2.194,0.288
2.196,0.488
2.198,0.717
2.2,0.952
2.202,1.186
2.204,1.322
2.206,1.376
2.208,1.332
2.21,1.157
2.212,0.888
2.214,0.654
2.216,0.488
2.218,0.244
2.22,0.161
2.222,0.176
2.224,0.249
2.226,0.215
2.228,0.093
2.23,0.054
2.232,0.049
2.234,-0.005
2.236,-0.044
2.238,0.02
2.24,-0.005
2.242,-0.015
2.244,-0.005
2.246,0.01
2.248,0.005
2.25,-0.02
2.252,-0.029
2.254,-0.015
2.256,-0.015
2.258,0.015
2.26,0.0
2.262,-0.015
2.264,-0.029
2.266,0.0
2.268,0.039
2.27,0.039
2.272,0.0
2.274,0.01
2.276,-0.015
2.278,-0.039
2.28,0.015
2.282,0.015
2.284,0.034
2.286,0.029
2.288,0.02
2.29,0.073
2.292,0.068
2.294,0.039
2.296,0.054
2.298,0.093
2.3,0.088
2.302,0.059
2.304,0.049
2.306,0.078
2.308,0.093
2.31,0.098
2.312,0.112
2.314,0.073
2.316,0.093
2.318,0.093
2.32,0.049
2.322,0.044
2.324,0.029
2.326,0.039
2.328,0.063
2.33,0.049
2.332,0.024
2.334,0.044
2.336,0.083
2.338,0.132
2.34,0.112
2.342,0.083
2.344,0.073
2.346,0.063
2.348,0.073
2.35,0.054
2.352,0.073
2.354,0.073
2.356,0.073
2.358,0.107
2.36,0.107
2.362,0.078
2.364,0.083
2.366,0.102
2.368,0.127
2.37,0.132
2.372,0.117
2.374,0.088
2.376,0.137
2.378,0.156
2.38,0.176
2.382,0.166
2.384,0.176
2.386,0.224
2.388,0.249
2.39,0.234
2.392,0.229
2.394,0.22
2.396,0.229
2.398,0.264
2.4,0.259
2.402,0.278
2.404,0.342
2.406,0.356
2.408,0.366
2.41,0.381
2.412,0.405
2.414,0.405
2.416,0.4
2.418,0.415
2.42,0.434
2.422,0.429
2.424,0.464
2.426,0.444
2.428,0.508
2.43,0.527
2.432,0.512
2.434,0.542
2.436,0.556
2.438,0.586
2.44,0.547
2.442,0.508
2.444,0.503
2.446,0.522
2.448,0.508
2.45,0.556
2.452,0.586
2.454,0.561
2.456,0.537
2.458,0.522
2.46,0.561
2.462,0.551
2.464,0.468
2.466,0.405
2.468,0.425
2.47,0.449
2.472,0.381
2.474,0.337
2.476,0.337
2.478,0.307
2.48,0.278
2.482,0.249
2.484,0.205
2.486,0.142
2.488,0.093
2.49,0.122
2.492,0.156
2.494,0.098
2.496,0.024
2.498,0.078
2.5,0.098
2.502,0.068
2.504,-0.02
2.506,-0.059
2.508,-0.073
2.51,-0.112
2.512,-0.156
2.514,-0.098
2.516,-0.078
2.518,-0.049
2.52,-0.044
2.522,-0.098
2.524,-0.127
2.526,-0.19
2.528,-0.176
2.53,-0.161
2.532,-0.161
2.534,-0.112
2.536,-0.112
2.538,-0.127
2.54,-0.112
2.542,-0.132
2.544,-0.117
2.546,-0.102
2.548,-0.151
2.55,-0.161
2.552,-0.171
2.554,-0.181
2.556,-0.127
2.558,-0.142
2.56,-0.156
2.562,-0.166
2.564,-0.161
2.566,-0.112
2.568,-0.132
2.57,-0.137
2.572,-0.151
2.574,-0.171
2.576,-0.171
2.578,-0.176
2.58,-0.166
2.582,-0.171
2.584,-0.137
2.586,-0.127
2.588,-0.107
2.59,-0.137
2.592,-0.132
2.594,-0.137
2.596,-0.171
2.598,-0.146
2.6,-0.171
2.602,-0.22
2.604,-0.22
2.606,-0.2
2.608,-0.107
2.61,-0.098
2.612,-0.161
2.614,-0.156
2.616,-0.142
2.618,-0.132
2.62,-0.132
2.622,-0.185
2.624,-0.185
2.626,-0.161
2.628,-0.117
2.63,-0.102
2.632,-0.117
2.634,-0.142
2.636,-0.142
2.638,-0.166
2.64,-0.142
2.642,-0.127
2.644,-0.142
2.646,-0.117
2.648,-0.122
2.65,-0.132
2.652,-0.132
2.654,-0.166
2.656,-0.171
2.658,-0.185
2.66,-0.142
2.662,-0.098
2.664,-0.112
2.666,-0.151
2.668,-0.151
2.67,-0.151
2.672,-0.146
2.674,-0.146
2.676,-0.161
2.678,-0.142
2.68,-0.142
2.682,-0.142
2.684,-0.132
2.686,-0.146
2.688,-0.166
2.69,-0.185
2.692,-0.146
2.694,-0.151
2.696,-0.166
2.698,-0.166
2.7,-0.127
2.702,-0.132
2.704,-0.122
2.706,-0.151
2.708,-0.151
2.71,-0.166
2.712,-0.181
2.714,-0.171
2.716,-0.137
2.718,-0.142
2.72,-0.181
2.722,-0.161
2.724,-0.195
2.726,-0.185
2.728,-0.171
2.73,-0.146
2.732,-0.161
2.734,-0.176
2.736,-0.195
2.738,-0.215
2.74,-0.215
2.742,-0.156
2.744,-0.146
2.746,-0.185
2.748,-0.205
2.75,-0.171
2.752,-0.146
2.754,-0.146
2.756,-0.156
2.758,-0.181
2.76,-0.19
2.762,-0.185
2.764,-0.195
2.766,-0.161
2.768,-0.156
2.77,-0.195
2.772,-0.176
2.774,-0.122
2.776,-0.161
2.778,-0.185
2.78,-0.171
2.782,-0.171
2.784,-0.185
2.786,-0.254
2.788,-0.259
2.79,-0.181
2.792,-0.166
2.794,-0.146
2.796,-0.122
2.798,-0.181
2.8,-0.195
2.802,-0.2
2.804,-0.181
2.806,-0.176
2.808,-0.176
2.81,-0.171
2.812,-0.185
2.814,-0.22
2.816,-0.171
2.818,-0.166
2.82,-0.151
2.822,-0.137
2.824,-0.181
2.826,-0.171
2.828,-0.181
2.83,-0.176
2.832,-0.181
2.834,-0.137
2.836,-0.122
2.838,-0.132
2.84,-0.117
2.842,-0.112
2.844,-0.107
2.846,-0.146
2.848,-0.161
2.85,-0.185
2.852,-0.166
2.854,-0.156
2.856,-0.156
2.858,-0.137
2.86,-0.137
2.862,-0.161
2.864,-0.102
2.866,-0.107
2.868,-0.102
2.87,-0.122
2.872,-0.151
2.874,-0.137
2.876,-0.137
2.878,-0.151
2.88,-0.146
2.882,-0.127
2.884,-0.078
2.886,-0.088
2.888,-0.112
2.89,-0.102
2.892,-0.093
2.894,-0.088
2.896,-0.093
2.898,-0.112
2.9,-0.102
2.902,-0.117
2.904,-0.098
2.906,-0.034
2.908,-0.039
2.91,-0.073
2.912,-0.093
2.914,-0.088
2.916,-0.098
2.918,-0.088
2.92,-0.078
2.922,-0.093
2.924,-0.088
2.926,-0.102
2.928,-0.132
2.93,-0.083
2.932,-0.024
2.934,-0.054
2.936,-0.054
2.938,-0.029
2.94,-0.054
2.942,-0.054
2.944,-0.044
2.946,-0.059
2.948,-0.034
2.95,-0.02
2.952,-0.02
2.954,0.024
2.956,0.005
2.958,0.039
2.96,0.073
2.962,0.044
2.964,0.039
2.966,0.024
2.968,0.01
2.97,0.024
2.972,0.093
2.974,0.122
2.976,0.117
2.978,0.117
2.98,0.137
2.982,0.107
2.984,0.073
2.986,0.098
2.988,0.078
2.99,0.088
2.992,0.122
2.994,0.117
2.996,0.117
2.998,0.088
3.0,0.107
3.002,0.137
3.004,0.098
3.006,0.073
3.008,0.02
3.01,0.0
3.012,0.054
3.014,0.073
3.016,0.059
3.018,0.01
3.02,0.01
3.022,0.029
3.024,0.015
3.026,0.005
3.028,0.005
3.03,-0.01
3.032,-0.044
3.034,-0.054
3.036,-0.054
3.038,-0.049
3.04,-0.063
3.042,-0.073
3.044,-0.034
3.046,-0.068
3.048,-0.102
3.05,-0.059
3.052,0.01
3.054,-0.02
3.056,-0.088
3.058,-0.073
3.06,-0.044
3.062,-0.093
3.064,-0.107
3.066,-0.054
3.068,-0.073
3.07,-0.098
3.072,-0.073
3.074,-0.063
3.076,-0.049
3.078,-0.068
3.08,-0.122
3.082,-0.142
3.084,-0.083
3.086,0.039
3.088,0.171
3.09,0.327
3.092,0.547
3.094,0.752
3.096,0.947
3.098,1.166
3.1,1.337
3.102,1.405
3.104,1.332
3.106,1.132
3.108,0.903
3.11,0.634
3.112,0.405
3.114,0.195
3.116,0.166
3.118,0.205
3.12,0.254
3.122,0.254
3.124,0.19
3.126,0.102
3.128,0.078
3.13,0.063
3.132,-0.01
3.134,-0.01
3.136,0.0
3.138,-0.005
3.14,-0.01
3.142,-0.015
3.144,0.0
3.146,0.015
3.148,-0.029
3.15,-0.02
3.152,0.0
3.154,0.005
3.156,0.039
3.158,0.015
3.16,0.0
3.162,0.01
3.164,0.015
3.166,0.024
3.168,0.024
3.17,0.01
3.172,0.02
3.174,-0.024
3.176,0.005
3.178,0.024
3.18,0.034
3.182,0.039
3.184,0.02
3.186,0.029
3.188,0.049
3.19,0.029
3.192,0.039
3.194,0.024
3.196,0.02
3.198,0.02
3.2,0.02
3.202,0.078
3.204,0.073
3.206,0.044
3.208,0.039
3.21,0.02
3.212,0.01
3.214,0.059
3.216,0.054
3.218,0.112
3.22,0.117
3.222,0.068
