time,ecg_signal
0.396,-0.034
0.398,-0.044
0.4,-0.083
0.402,-0.015
0.404,-0.01
0.406,-0.044
0.408,-0.039
0.41,-0.068
0.412,-0.063
0.414,-0.049
0.416,-0.063
0.418,-0.054
0.42,-0.02
0.422,-0.029
0.424,-0.044
0.426,-0.068
0.428,-0.078
0.43,-0.107
0.432,-0.117
0.434,-0.122
0.436,-0.098
0.438,-0.093
0.44,-0.083
0.442,-0.073
0.444,-0.078
0.446,-0.073
0.448,-0.073
0.45,-0.083
0.452,-0.088
0.454,-0.063
0.456,-0.029
0.458,-0.049
0.46,-0.024
0.462,-0.044
0.464,-0.088
0.466,-0.083
0.468,-0.078
0.47,-0.112
0.472,-0.156
0.474,-0.137
0.476,-0.098
0.478,-0.093
0.48,-0.098
0.482,-0.107
0.484,-0.078
0.486,-0.059
0.488,-0.059
0.49,-0.093
0.492,-0.088
0.494,-0.107
0.496,-0.098
0.498,-0.083
0.5,-0.059
0.502,-0.093
0.504,-0.127
0.506,-0.127
0.508,-0.088
0.51,-0.083
0.512,-0.093
0.514,-0.098
0.516,-0.117
0.518,-0.102
0.52,-0.073
0.522,-0.078
0.524,-0.063
0.526,-0.078
0.528,-0.127
0.53,-0.132
0.532,-0.146
0.534,-0.132
0.536,-0.093
0.538,-0.161
0.54,-0.161
0.542,-0.117
0.544,-0.088
0.546,-0.078
0.548,-0.102
0.55,-0.122
0.552,-0.107
0.554,-0.117
0.556,-0.132
0.558,-0.127
0.56,-0.088
0.562,-0.078
0.564,-0.093
0.566,-0.127
0.568,-0.122
0.57,-0.107
0.572,-0.122
0.574,-0.127
0.576,-0.107
0.578,-0.063
0.58,-0.024
0.582,0.01
0.584,0.024
0.586,-0.01
0.588,-0.059
0.59,-0.107
0.592,-0.117
0.594,-0.073
0.596,-0.034
0.598,-0.029
0.6,-0.005
0.602,-0.01
0.604,-0.005
0.606,0.005
0.608,-0.015
0.61,-0.083
0.612,-0.146
0.614,-0.132
0.616,-0.039
0.618,0.024
0.62,0.044
0.622,0.054
0.624,0.02
0.626,-0.005
0.628,-0.039
0.63,-0.039
0.632,-0.015
0.634,-0.005
0.636,-0.024
0.638,-0.024
0.64,0.024
0.642,0.054
0.644,0.039
0.646,0.029
0.648,0.01
0.65,-0.015
0.652,-0.029
0.654,-0.024
0.656,-0.034
0.658,-0.01
0.66,0.005
0.662,-0.015
0.664,-0.024
0.666,-0.034
0.668,-0.015
0.67,-0.039
0.672,-0.054
0.674,-0.01
0.676,-0.015
0.678,-0.01
0.68,0.01
0.682,-0.029
0.684,-0.039
0.686,-0.034
0.688,-0.024
0.69,-0.039
0.692,-0.044
0.694,-0.054
0.696,-0.049
0.698,-0.005
0.7,0.039
0.702,0.024
0.704,0.015
0.706,0.01
0.708,-0.005
0.71,-0.034
0.712,-0.034
0.714,-0.015
0.716,-0.024
0.718,-0.054
0.72,-0.039
0.722,-0.02
0.724,-0.029
0.726,-0.039
0.728,-0.029
0.73,-0.044
0.732,-0.02
0.734,-0.01
0.736,0.01
0.738,-0.044
0.74,-0.073
0.742,-0.034
0.744,-0.01
0.746,-0.015
0.748,-0.034
0.75,-0.078
0.752,-0.117
0.754,-0.073
0.756,0.015
0.758,0.059
0.76,0.068
0.762,0.049
0.764,-0.015
0.766,-0.034
0.768,0.01
0.77,0.0
0.772,-0.005
0.774,0.034
0.776,0.015
0.778,-0.029
0.78,0.0
0.782,0.015
0.784,0.02
0.786,0.01
0.788,0.01
0.79,-0.005
0.792,-0.029
0.794,-0.024
0.796,-0.029
0.798,-0.015
0.8,0.063
0.802,0.063
0.804,0.0
0.806,0.0
0.808,-0.034
0.81,-0.063
0.812,-0.063
0.814,-0.073
0.816,-0.034
0.818,0.034
0.82,0.034
0.822,-0.01
0.824,-0.044
0.826,-0.034
0.828,-0.015
0.83,-0.039
0.832,-0.059
0.834,-0.059
0.836,-0.054
0.838,-0.024
0.84,-0.01
0.842,0.02
0.844,0.02
0.846,0.015
0.848,0.0
0.85,-0.01
0.852,-0.044
0.854,-0.024
0.856,-0.015
0.858,-0.01
0.86,-0.005
0.862,0.02
0.864,0.044
0.866,0.01
0.868,-0.029
0.87,-0.098
0.872,-0.146
0.874,-0.093
0.876,-0.024
0.878,0.029
0.88,0.039
0.882,0.039
0.884,0.02
0.886,-0.005
0.888,-0.054
0.89,-0.073
0.892,-0.083
0.894,-0.078
0.896,-0.068
0.898,-0.024
0.9,0.01
0.902,0.01
0.904,0.015
0.906,0.005
0.908,0.0
0.91,-0.01
0.912,-0.034
0.914,-0.044
0.916,-0.029
0.918,0.015
0.92,0.054
0.922,0.063
0.924,0.044
0.926,0.005
0.928,-0.054
0.93,-0.049
0.932,-0.029
0.934,-0.02
0.936,0.024
0.938,0.039
0.94,0.005
0.942,-0.034
0.944,-0.044
0.946,-0.063
0.948,-0.024
0.95,-0.02
0.952,-0.029
0.954,-0.02
0.956,-0.024
0.958,-0.015
0.96,0.029
0.962,-0.01
0.964,-0.024
0.966,0.015
0.968,0.024
0.97,-0.005
0.972,-0.049
0.974,-0.049
0.976,-0.044
0.978,-0.044
0.98,0.0
0.982,0.059
0.984,0.024
0.986,-0.049
0.988,-0.039
0.99,-0.068
0.992,-0.073
0.994,-0.078
0.996,-0.049
0.998,-0.024
1.0,-0.049
1.002,-0.054
1.004,-0.039
1.006,-0.024
1.008,-0.024
1.01,-0.039
1.012,-0.068
1.014,-0.102
1.016,-0.063
1.018,-0.015
1.02,0.02
1.022,0.029
1.024,0.015
1.026,0.015
1.028,0.024
1.03,0.01
1.032,0.0
1.034,0.015
1.036,-0.02
1.038,-0.059
1.04,-0.059
1.042,-0.01
1.044,0.015
1.046,-0.005
1.048,-0.029
1.05,-0.024
1.052,0.0
1.054,0.024
1.056,0.015
1.058,0.0
1.06,0.054
1.062,0.078
1.064,0.044
1.066,0.02
1.068,-0.015
1.07,-0.01
1.072,0.0
1.074,0.029
1.076,0.02
1.078,0.024
1.08,0.034
1.082,0.024
1.084,0.024
1.086,0.024
1.088,-0.015
1.09,-0.054
1.092,-0.039
1.094,-0.02
1.096,-0.024
1.098,-0.005
1.1,0.02
1.102,0.02
1.104,0.0
1.106,-0.005
1.108,-0.039
1.11,-0.068
1.112,-0.059
1.114,-0.044
1.116,-0.015
1.118,0.029
1.12,0.02
1.122,-0.015
1.124,0.02
1.126,0.02
1.128,0.005
1.13,-0.005
1.132,-0.039
1.134,-0.044
1.136,-0.044
1.138,-0.024
1.14,0.034
1.142,0.015
1.144,0.0
1.146,0.005
1.148,-0.015
1.15,-0.005
1.152,-0.02
1.154,-0.024
1.156,-0.01
1.158,0.0
1.16,0.005
1.162,-0.015
1.164,-0.024
1.166,0.029
1.168,0.034
1.17,0.0
1.172,-0.005
1.174,0.005
1.176,0.015
1.178,0.005
1.18,-0.044
1.182,-0.049
1.184,0.034
1.186,0.068
1.188,0.059
1.19,0.02
1.192,-0.015
1.194,-0.029
1.196,-0.024
1.198,0.0
1.2,0.015
1.202,0.044
1.204,0.034
1.206,-0.005
1.208,-0.054
1.21,-0.029
1.212,-0.034
1.214,-0.049
1.216,-0.015
1.218,-0.015
1.22,0.005
1.222,0.01
1.224,0.005
1.226,0.02
1.228,0.034
1.23,0.02
1.232,-0.02
1.234,-0.015
1.236,0.01
1.238,-0.02
1.24,-0.02
1.242,-0.005
1.244,0.0
1.246,0.02
1.248,0.015
1.25,-0.02
1.252,-0.054
1.254,-0.044
1.256,-0.034
1.258,-0.024
1.26,-0.029
1.262,-0.01
1.264,0.01
1.266,-0.02
1.268,0.005
1.27,-0.005
1.272,-0.063
1.274,-0.039
1.276,0.01
1.278,0.073
1.28,0.078
1.282,0.049
1.284,0.044
1.286,0.005
1.288,-0.039
1.29,-0.024
1.292,0.005
1.294,0.024
1.296,0.005
1.298,-0.01
1.3,0.02
1.302,0.039
1.304,0.024
1.306,-0.015
1.308,-0.044
1.31,-0.054
1.312,-0.073
1.314,-0.049
1.316,-0.024
1.318,0.015
1.32,0.054
1.322,0.049
1.324,0.044
1.326,0.059
1.328,0.029
1.33,0.01
1.332,-0.01
1.334,-0.024
1.336,-0.034
1.338,-0.039
1.34,-0.034
1.342,-0.015
1.344,-0.034
1.346,-0.005
1.348,0.01
1.35,0.0
1.352,-0.005
1.354,-0.005
1.356,0.0
1.358,0.034
1.36,0.078
1.362,0.083
1.364,0.073
1.366,0.029
1.368,-0.015
1.37,-0.034
1.372,-0.024
1.374,-0.015
1.376,0.015
1.378,0.049
1.38,0.068
1.382,0.059
1.384,0.044
1.386,0.02
1.388,-0.005
1.39,-0.039
1.392,-0.039
1.394,-0.01
1.396,0.005
1.398,0.01
1.4,0.039
1.402,0.039
1.404,0.0
1.406,0.005
1.408,0.024
1.41,0.01
1.412,-0.024
1.414,-0.029
1.416,0.02
1.418,0.044
1.42,0.049
1.422,0.059
1.424,0.005
1.426,-0.044
1.428,-0.102
1.43,-0.117
1.432,-0.122
1.434,-0.112
1.436,-0.132
1.438,-0.122
1.44,-0.073
1.442,-0.039
1.444,0.005
1.446,0.01
1.448,0.044
1.45,0.142
1.452,0.224
1.454,0.356
1.456,0.527
1.458,0.625
1.46,0.649
1.462,0.634
1.464,0.649
1.466,0.59
1.468,0.449
1.47,0.342
1.472,0.229
1.474,0.185
1.476,0.132
1.478,0.073
1.48,0.176
1.482,0.254
1.484,0.278
1.486,0.22
1.488,0.127
1.49,0.073
1.492,0.068
1.494,0.127
1.496,0.142
1.498,0.132
1.5,0.146
1.502,0.088
1.504,0.029
1.506,0.015
1.508,-0.029
1.51,-0.049
1.512,-0.054
1.514,-0.044
1.516,-0.02
1.518,-0.01
1.52,-0.02
1.522,-0.024
1.524,-0.015
1.526,-0.015
1.528,-0.029
1.53,-0.054
1.532,-0.112
1.534,-0.137
1.536,-0.112
1.538,-0.078
1.54,-0.044
1.542,-0.01
1.544,0.034
1.546,0.024
1.548,-0.049
1.55,-0.063
1.552,-0.083
1.554,-0.073
1.556,-0.068
1.558,-0.078
1.56,-0.073
1.562,-0.059
1.564,-0.044
1.566,-0.049
1.568,-0.068
1.57,-0.063
1.572,-0.098
1.574,-0.122
1.576,-0.122
1.578,-0.093
1.58,-0.039
1.582,-0.02
1.584,-0.049
1.586,-0.044
1.588,-0.044
1.59,-0.073
1.592,-0.078
1.594,-0.112
1.596,-0.102
1.598,-0.107
1.6,-0.098
1.602,-0.068
1.604,-0.068
1.606,-0.054
1.608,-0.02
1.61,-0.068
1.612,-0.098
1.614,-0.107
1.616,-0.059
1.618,-0.054
1.62,-0.088
1.622,-0.078
1.624,-0.073
1.626,-0.054
1.628,-0.078
1.63,-0.122
1.632,-0.132
1.634,-0.107
1.636,-0.102
1.638,-0.122
1.64,-0.093
1.642,-0.049
1.644,-0.029
1.646,-0.044
1.648,-0.088
1.65,-0.068
1.652,-0.068
1.654,-0.068
1.656,-0.078
1.658,-0.093
1.66,-0.059
1.662,-0.054
1.664,-0.063
1.666,-0.083
1.668,-0.093
1.67,-0.083
1.672,-0.107
1.674,-0.127
1.676,-0.137
1.678,-0.122
1.68,-0.068
1.682,-0.063
1.684,-0.083
1.686,-0.112
1.688,-0.098
1.69,-0.102
1.692,-0.112
1.694,-0.107
1.696,-0.093
1.698,-0.102
1.7,-0.112
1.702,-0.063
1.704,-0.068
1.706,-0.088
1.708,-0.073
1.71,-0.063
1.712,-0.137
1.714,-0.161
1.716,-0.132
1.718,-0.093
1.72,-0.073
1.722,-0.063
1.724,-0.02
1.726,-0.044
1.728,-0.073
1.73,-0.073
1.732,-0.078
1.734,-0.059
1.736,-0.044
1.738,-0.024
1.74,-0.049
1.742,-0.059
1.744,-0.029
1.746,-0.029
1.748,-0.054
1.75,-0.088
1.752,-0.132
1.754,-0.078
1.756,-0.039
1.758,-0.059
1.76,-0.029
1.762,-0.015
1.764,0.02
1.766,0.015
1.768,0.005
1.77,-0.01
1.772,-0.024
1.774,-0.029
1.776,-0.024
1.778,-0.024
1.78,-0.005
1.782,-0.015
1.784,0.015
1.786,0.034
1.788,0.039
1.79,0.034
1.792,0.02
1.794,0.034
1.796,0.059
1.798,0.068
1.8,0.063
1.802,0.044
1.804,0.049
1.806,0.024
1.808,0.029
1.81,0.024
1.812,0.015
1.814,0.02
1.816,0.024
1.818,0.034
1.82,0.063
1.822,0.098
1.824,0.102
1.826,0.049
1.828,0.029
1.83,0.039
1.832,0.02
1.834,0.015
1.836,0.054
1.838,0.054
1.84,0.102
1.842,0.151
1.844,0.156
1.846,0.102
1.848,0.044
1.85,0.024
1.852,0.0
1.854,0.015
1.856,0.049
1.858,0.034
1.86,0.054
1.862,0.088
1.864,0.112
1.866,0.073
1.868,0.054
1.87,0.063
1.872,0.098
1.874,0.098
1.876,0.068
1.878,0.044
1.88,0.054
1.882,0.088
1.884,0.083
1.886,0.078
1.888,0.063
1.89,0.054
1.892,0.068
1.894,0.063
1.896,0.063
1.898,0.063
1.9,0.073
1.902,0.078
1.904,0.044
1.906,0.015
1.908,-0.044
1.91,-0.005
1.912,0.054
1.914,0.088
1.916,0.073
1.918,0.029
1.92,0.054
1.922,0.054
1.924,0.083
1.926,0.142
1.928,0.098
1.93,0.054
1.932,0.068
1.934,0.063
1.936,0.068
1.938,0.073
1.94,0.054
1.942,0.078
1.944,0.073
1.946,0.034
1.948,0.049
1.95,0.054
1.952,0.039
1.954,0.029
1.956,0.039
1.958,0.054
1.96,0.059
1.962,0.063
1.964,0.049
1.966,0.039
1.968,0.039
1.97,0.034
1.972,0.02
1.974,0.044
1.976,0.063
1.978,0.112
1.98,0.142
1.982,0.112
1.984,0.083
1.986,0.083
1.988,0.063
1.99,0.049
1.992,0.059
1.994,0.073
1.996,0.054
1.998,0.078
2.0,0.137
2.002,0.161
2.004,0.146
2.006,0.093
2.008,0.044
2.01,0.044
2.012,0.029
2.014,0.039
2.016,0.073
2.018,0.098
2.02,0.117
2.022,0.093
2.024,0.044
2.026,0.01
2.028,-0.024
2.03,-0.049
2.032,-0.01
2.034,0.039
2.036,0.063
2.038,0.054
2.04,0.054
2.042,0.107
2.044,0.078
2.046,0.063
2.048,0.078
2.05,0.029
2.052,0.01
2.054,0.01
2.056,0.024
2.058,0.039
2.06,0.029
2.062,0.059
2.064,0.039
2.066,0.034
2.068,0.063
2.07,0.068
2.072,0.054
2.074,0.044
2.076,0.029
2.078,0.015
2.08,0.015
2.082,0.049
2.084,0.02
2.086,0.01
2.088,0.063
2.09,0.098
2.092,0.054
2.094,0.034
2.096,0.034
2.098,0.005
2.1,0.044
2.102,0.078
2.104,0.102
2.106,0.146
2.108,0.132
2.11,0.073
2.112,0.034
2.114,0.039
2.116,0.034
2.118,0.005
2.12,0.01
2.122,0.054
2.124,0.078
2.126,0.098
2.128,0.088
2.13,0.073
2.132,0.078
2.134,0.068
2.136,0.073
2.138,0.073
2.14,0.039
2.142,0.034
2.144,0.044
2.146,0.049
2.148,0.063
2.15,0.034
2.152,-0.005
2.154,0.024
2.156,0.029
2.158,0.039
2.16,0.039
2.162,0.044
2.164,0.034
2.166,0.005
2.168,0.005
2.17,-0.01
2.172,-0.029
2.174,-0.01
2.176,0.005
2.178,0.049
2.18,0.107
2.182,0.098
2.184,0.059
2.186,0.024
2.188,-0.005
2.19,-0.01
2.192,-0.02
2.194,-0.034
2.196,0.015
2.198,0.063
2.2,0.068
2.202,0.063
2.204,0.073
2.206,0.073
2.208,0.049
2.21,0.049
2.212,0.059
2.214,0.059
2.216,0.054
2.218,0.088
2.22,0.093
2.222,0.068
2.224,0.039
2.226,0.034
2.228,0.034
2.23,0.024
2.232,0.078
2.234,0.122
2.236,0.093
2.238,0.034
2.24,-0.02
2.242,-0.044
2.244,-0.049
2.246,-0.059
2.248,-0.068
2.25,-0.078
2.252,-0.068
2.254,-0.059
2.256,-0.063
2.258,-0.049
2.26,0.015
2.262,0.137
2.264,0.215
2.266,0.288
2.268,0.405
2.27,0.517
2.272,0.522
2.274,0.576
2.276,0.659
2.278,0.61
2.28,0.512
2.282,0.449
2.284,0.381
2.286,0.303
2.288,0.215
2.29,0.176
2.292,0.264
2.294,0.327
2.296,0.346
2.298,0.303
2.3,0.239
2.302,0.21
2.304,0.132
2.306,0.078
2.308,0.078
2.31,0.034
2.312,-0.02
2.314,0.024
2.316,0.063
2.318,0.063
2.32,0.044
2.322,0.024
2.324,0.015
2.326,0.01
2.328,0.034
2.33,0.02
2.332,-0.024
2.334,0.005
2.336,0.015
2.338,-0.015
2.34,-0.02
2.342,0.01
2.344,0.024
2.346,0.034
2.348,0.029
2.35,0.005
2.352,-0.029
2.354,-0.059
2.356,-0.063
2.358,-0.054
2.36,0.0
2.362,0.044
2.364,0.029
2.366,0.005
2.368,-0.02
2.37,-0.034
2.372,-0.034
2.374,-0.068
2.376,-0.054
2.378,0.005
2.38,0.005
2.382,-0.02
2.384,-0.005
2.386,-0.005
2.388,-0.049
2.39,-0.088
2.392,-0.093
2.394,-0.083
2.396,-0.054
2.398,-0.049
2.4,-0.034
2.402,-0.02
2.404,-0.029
2.406,-0.049
2.408,-0.015
2.41,0.01
2.412,-0.029
2.414,-0.063
2.416,-0.073
2.418,-0.049
2.42,-0.015
2.422,0.005
2.424,-0.01
2.426,-0.02
2.428,0.005
2.43,-0.01
2.432,-0.034
2.434,-0.054
2.436,-0.073
2.438,-0.073
2.44,-0.054
2.442,-0.054
2.444,-0.054
2.446,-0.029
2.448,-0.029
2.45,-0.044
2.452,-0.073
2.454,-0.049
2.456,0.015
2.458,0.015
2.46,0.01
2.462,0.0
2.464,-0.029
2.466,-0.039
2.468,-0.034
2.47,-0.059
2.472,-0.073
2.474,-0.088
2.476,-0.063
2.478,-0.044
2.48,-0.044
2.482,-0.005
2.484,0.005
2.486,-0.029
2.488,-0.049
2.49,-0.078
2.492,-0.102
2.494,-0.117
2.496,-0.102
2.498,-0.083
2.5,-0.098
2.502,-0.102
2.504,-0.083
2.506,-0.059
2.508,-0.044
2.51,-0.073
2.512,-0.142
2.514,-0.127
2.516,-0.088
2.518,-0.073
2.52,-0.034
2.522,-0.039
2.524,-0.039
2.526,-0.044
2.528,-0.088
2.53,-0.122
2.532,-0.122
2.534,-0.063
2.536,-0.024
2.538,-0.039
2.54,-0.029
2.542,-0.044
2.544,-0.024
2.546,0.0
2.548,0.01
2.55,-0.01
2.552,-0.029
2.554,-0.054
2.556,-0.068
2.558,-0.054
2.56,-0.044
2.562,0.034
2.564,0.078
2.566,0.068
2.568,0.054
2.57,-0.02
2.572,-0.063
2.574,-0.044
2.576,-0.015
2.578,0.005
2.58,-0.005
2.582,0.005
2.584,0.029
2.586,0.044
2.588,0.024
2.59,0.0
2.592,-0.034
2.594,-0.059
2.596,-0.034
2.598,0.029
2.6,0.083
2.602,0.078
2.604,0.073
2.606,0.01
2.608,-0.039
2.61,-0.034
2.612,-0.02
2.614,0.034
2.616,0.059
2.618,0.059
2.62,0.029
2.622,-0.005
2.624,0.01
2.626,0.015
2.628,0.015
2.63,0.005
2.632,-0.039
2.634,-0.034
2.636,0.024
2.638,0.029
2.64,0.024
2.642,0.063
2.644,0.088
2.646,0.063
2.648,0.034
2.65,-0.005
2.652,-0.034
2.654,-0.029
2.656,0.02
2.658,0.024
2.66,0.039
2.662,0.073
2.664,0.088
2.666,0.049
2.668,0.039
2.67,0.015
2.672,-0.029
2.674,-0.063
2.676,-0.068
2.678,-0.02
2.68,0.054
2.682,0.078
2.684,0.083
2.686,0.063
2.688,0.039
2.69,0.024
2.692,0.02
2.694,0.059
2.696,0.054
2.698,0.01
2.7,0.054
2.702,0.088
2.704,0.137
2.706,0.098
2.708,0.054
2.71,0.01
2.712,0.01
2.714,0.005
2.716,0.015
2.718,0.039
2.72,0.068
2.722,0.122
2.724,0.093
2.726,0.068
2.728,0.029
2.73,0.01
2.732,0.0
2.734,0.01
2.736,0.034
2.738,0.034
2.74,0.029
2.742,0.024
2.744,0.024
2.746,-0.005
2.748,-0.02
2.75,-0.005
2.752,0.034
2.754,0.0
2.756,-0.049
2.758,-0.029
2.76,-0.015
2.762,-0.01
2.764,0.015
2.766,-0.005
2.768,-0.02
2.77,-0.02
2.772,-0.054
2.774,-0.083
2.776,-0.054
2.778,0.005
2.78,0.078
2.782,0.117
2.784,0.098
2.786,0.054
2.788,0.034
2.79,0.01
2.792,-0.01
2.794,-0.01
2.796,0.044
2.798,0.068
2.8,0.063
2.802,0.049
2.804,0.024
2.806,0.044
2.808,0.005
2.81,-0.02
2.812,-0.015
2.814,0.034
2.816,0.073
2.818,0.063
2.82,0.044
2.822,0.049
2.824,0.034
2.826,0.039
2.828,0.073
2.83,0.068
2.832,0.059
2.834,0.039
2.836,0.01
2.838,0.049
2.84,0.083
2.842,0.093
2.844,0.063
2.846,0.029
2.848,0.015
2.85,0.0
2.852,-0.01
2.854,-0.01
2.856,0.01
2.858,0.049
2.86,0.054
2.862,0.034
2.864,0.015
2.866,0.005
2.868,0.005
2.87,0.02
2.872,0.005
2.874,-0.029
2.876,-0.044
2.878,-0.044
2.88,0.029
2.882,0.054
2.884,0.059
2.886,0.044
2.888,0.0
2.89,-0.015
2.892,-0.024
2.894,-0.029
2.896,-0.044
2.898,-0.044
2.9,-0.024
2.902,-0.024
2.904,-0.015
2.906,-0.02
2.908,-0.039
2.91,-0.068
2.912,-0.049
2.914,0.005
2.916,0.01
2.918,0.0
2.92,-0.01
2.922,0.02
2.924,0.02
2.926,-0.024
2.928,-0.015
2.93,-0.015
2.932,-0.039
2.934,-0.049
2.936,-0.024
2.938,-0.034
2.94,-0.029
2.942,-0.02
2.944,-0.024
2.946,-0.02
2.948,-0.02
2.95,-0.049
2.952,-0.059
2.954,-0.024
2.956,0.024
2.958,0.02
2.96,0.015
2.962,0.029
2.964,0.02
2.966,-0.005
2.968,-0.024
2.97,-0.029
2.972,-0.029
2.974,-0.044
2.976,-0.029
2.978,-0.005
2.98,0.015
2.982,0.044
2.984,0.039
2.986,0.02
2.988,0.005
2.99,0.024
2.992,0.02
2.994,0.01
2.996,-0.024
2.998,-0.049
3.0,-0.01
3.002,0.01
3.004,-0.005
3.006,-0.029
3.008,-0.049
3.01,-0.068
3.012,-0.073
3.014,-0.117
3.016,-0.142
3.018,-0.146
3.02,-0.151
3.022,-0.176
3.024,-0.195
3.026,-0.161
3.028,-0.122
3.03,-0.137
3.032,-0.137
3.034,-0.098
3.036,-0.02
3.038,0.054
3.04,0.151
3.042,0.278
3.044,0.454
3.046,0.551
3.048,0.551
3.05,0.576
3.052,0.551
3.054,0.478
3.056,0.42
3.058,0.366
3.06,0.317
3.062,0.278
3.064,0.22
3.066,0.185
3.068,0.244
3.07,0.268
3.072,0.22
3.074,0.146
3.076,0.142
3.078,0.132
3.08,0.127
3.082,0.142
3.084,0.127
3.086,0.117
3.088,0.078
3.09,0.054
3.092,0.01
3.094,-0.01
3.096,-0.063
3.098,-0.068
3.1,-0.024
3.102,-0.024
3.104,-0.02
3.106,-0.01
3.108,-0.039
3.11,-0.073
3.112,-0.122
3.114,-0.161
3.116,-0.142
3.118,-0.088
3.12,-0.054
3.122,-0.054
3.124,-0.044
3.126,-0.049
3.128,-0.073
3.13,-0.093
3.132,-0.137
3.134,-0.142
3.136,-0.088
3.138,-0.073
3.14,-0.102
3.142,-0.098
3.144,-0.098
3.146,-0.142
3.148,-0.137
3.15,-0.093
3.152,-0.112
3.154,-0.166
3.156,-0.156
3.158,-0.146
3.16,-0.132
3.162,-0.102
3.164,-0.093
3.166,-0.093
3.168,-0.093
3.17,-0.117
3.172,-0.122
3.174,-0.102
3.176,-0.063
3.178,-0.034
3.18,-0.054
3.182,-0.063
3.184,-0.073
3.186,-0.117
3.188,-0.098
3.19,-0.093
3.192,-0.132
3.194,-0.122
3.196,-0.127
3.198,-0.146
3.2,-0.127
3.202,-0.107
3.204,-0.083
3.206,-0.112
3.208,-0.137
3.21,-0.146
3.212,-0.142
3.214,-0.132
3.216,-0.112
3.218,-0.112
3.22,-0.098
3.222,-0.063
3.224,-0.054
3.226,-0.098
3.228,-0.137
3.23,-0.181
3.232,-0.176
3.234,-0.156
3.236,-0.161
3.238,-0.185
3.24,-0.161
3.242,-0.132
3.244,-0.122
3.246,-0.156
3.248,-0.176
3.25,-0.2
3.252,-0.2
3.254,-0.171
3.256,-0.137
3.258,-0.142
3.26,-0.146
3.262,-0.107
3.264,-0.112
3.266,-0.151
3.268,-0.171
3.27,-0.244
3.272,-0.264
